Customer_id;sum;age;sex;children;distance;pets
191560;1950;2;1;1;2;1
214480;1950;2;1;1;2;1
214700;1950;2;1;1;2;1
215510;1950;2;1;1;2;0
248110;1950;2;1;1;2;0
252390;1950;2;1;1;2;1
211990;1934.4;2;1;1;2;0
19540;1924;2;1;1;2;1
51940;1917.5;2;1;1;1;0
125500;1917.5;2;1;1;1;1
14540;1900.6;2;1;1;1;1
80880;1898;2;1;1;2;1
133370;1898;2;1;1;2;1
89780;1885;2;1;1;2;1
167880;1885;2;1;1;2;1
10490;1872;2;1;1;2;1
138980;1839.5;2;1;1;2;1
56650;1820;2;1;1;2;1
158690;1820;2;1;1;2;0
162250;1820;2;1;1;2;1
133840;1794;2;1;1;2;0
47670;1768;2;1;1;2;1
96720;1761.5;2;1;1;3;0
5790;1755;2;1;1;3;0
13350;1755;2;1;1;3;0
67230;1755;2;1;1;3;1
150300;1755;2;1;1;2;0
10930;1742;2;1;1;2;0
140740;1729;2;1;1;2;1
121360;1716;2;1;1;2;0
183670;1716;2;1;1;2;0
87160;1703;2;1;1;2;0
114210;1696.5;2;1;1;2;0
60850;1690;2;1;1;2;1
61560;1690;2;1;1;2;0
73050;1690;2;1;1;2;0
91210;1690;2;1;1;2;0
113160;1690;2;1;1;2;1
132350;1690;2;1;1;2;0
134180;1690;2;1;1;2;0
149110;1690;2;1;1;2;0
214270;1690;2;1;1;2;0
203460;1666.6;2;1;1;2;1
80750;1644.5;2;1;1;2;0
47490;1638;2;1;1;2;1
1420;1625;2;1;1;1;0
17290;1625;2;1;1;1;0
18790;1625;2;1;1;1;1
82450;1625;2;1;1;2;0
129250;1625;2;1;1;2;0
130100;1625;2;1;1;2;0
158840;1625;2;1;1;2;1
16240;1612;2;1;1;2;0
53040;1612;2;1;1;2;1
101150;1612;2;1;1;2;0
64730;1586;2;1;1;2;0
53170;1573;2;1;1;2;1
69440;1573;2;1;1;2;0
13320;1562.08;2;1;1;2;1
9840;1560;2;1;1;3;1
41800;1560;2;1;1;3;1
48130;1560;2;1;1;3;1
57430;1560;2;1;1;3;1
60460;1560;2;1;1;2;1
90320;1560;2;1;1;2;1
90790;1560;2;1;1;2;1
91500;1560;2;1;1;2;1
95970;1560;2;1;1;2;1
111160;1560;2;1;1;2;1
138850;1560;2;1;1;2;1
151680;1560;2;1;1;2;1
155280;1560;2;1;1;2;1
158040;1560;2;1;1;2;1
77770;1547;2;1;1;2;1
234230;1539.473;2;1;1;2;1
121470;1539.2;2;1;1;2;1
20170;1534;2;1;1;2;1
121110;1534;2;1;1;2;1
123580;1534;2;1;1;2;1
138640;1534;2;1;1;2;1
87180;1508;2;1;1;2;1
4980;1495;2;1;1;2;1
24260;1495;2;1;1;1;1
68190;1495;2;1;1;1;1
94430;1482;2;1;1;1;1
223100;1467.986;2;1;1;2;1
100290;1456;2;1;1;2;1
189680;1449.5;2;1;1;2;1
89590;1443;2;1;1;2;1
115810;1443;2;0;1;2;1
1410;1430;2;1;1;2;1
47340;1430;3;1;1;2;1
59640;1430;3;1;1;2;1
84260;1430;1;1;1;2;1
100580;1430;2;1;1;2;0
143520;1430;2;1;1;2;1
213140;1430;2;1;1;3;0
16280;1417;2;1;1;3;0
12320;1404;1;0;1;3;0
89490;1404;2;0;1;3;1
191520;1404;2;1;1;2;0
10330;1388.4;1;1;1;2;0
11430;1384.5;2;0;1;2;1
186450;1378;2;1;1;2;0
91940;1371.5;2;1;1;2;0
8340;1365;2;1;1;2;0
13540;1365;3;1;1;2;0
18570;1365;2;1;1;2;1
18640;1365;2;0;1;2;0
19700;1365;2;0;1;2;0
82870;1365;2;1;1;2;0
86960;1365;2;1;1;2;1
107920;1365;2;0;1;2;0
112290;1365;1;1;1;2;0
169530;1365;2;1;1;2;0
173140;1365;2;1;1;2;0
65480;1352;2;1;1;2;1
46460;1339;2;1;1;2;0
131060;1339;1;1;1;2;1
142250;1339;1;0;1;1;0
32920;1332.5;2;1;1;1;0
93070;1332.5;2;1;1;1;1
141480;1332.5;2;1;1;2;0
6540;1313;2;1;1;2;0
57750;1313;2;1;1;2;0
121200;1313;2;1;1;2;1
132520;1313;2;0;1;2;0
11950;1300;2;1;1;2;1
47090;1300;3;1;1;2;0
67780;1300;3;1;1;2;0
87790;1300;1;1;1;2;1
109460;1300;2;1;1;2;0
112540;1300;2;1;1;2;1
116430;1300;2;1;1;3;0
118770;1300;2;1;1;3;0
119660;1300;1;0;1;3;0
120330;1300;2;0;1;3;1
126630;1300;2;1;1;2;0
133220;1300;1;1;1;2;0
142110;1300;2;0;1;2;1
152590;1300;2;1;1;2;0
176080;1300;2;1;1;2;0
177280;1300;2;1;1;2;0
181780;1300;3;1;1;2;0
190100;1300;2;1;1;2;1
190760;1300;2;0;1;2;0
212400;1300;2;0;1;2;0
213620;1300;2;1;1;2;0
214050;1300;2;1;1;2;1
214290;1300;2;0;1;2;1
215710;1300;1;1;1;2;1
222340;1300;2;1;1;2;1
222650;1300;2;1;1;2;1
223560;1300;2;1;1;2;1
233690;1300;2;1;1;2;1
236800;1300;1;1;1;2;1
246200;1300;1;0;1;1;1
246250;1300;2;1;1;1;1
246890;1300;2;1;1;1;1
247360;1300;2;1;1;2;1
250790;1300;2;1;1;2;1
251520;1300;2;1;1;2;1
258460;1300;2;1;1;2;1
258690;1300;2;0;1;2;1
260580;1300;2;1;1;2;1
262000;1300;3;1;1;2;1
262120;1300;3;1;1;2;1
262140;1300;1;1;1;2;1
263470;1300;2;1;1;2;1
14030;1287;2;1;1;2;1
178330;1287;2;1;1;3;1
13660;1254.5;2;1;1;3;1
31050;1254.5;1;0;1;3;1
154010;1254.5;2;0;1;3;1
131960;1241.5;2;1;1;2;1
2720;1235;1;1;1;2;1
41590;1235;2;0;1;2;1
52820;1235;2;1;1;2;1
60860;1235;2;1;1;2;1
61180;1235;2;1;1;2;1
89650;1235;3;1;1;2;1
90830;1235;2;1;1;2;1
128930;1235;2;0;1;2;1
145450;1235;2;0;1;2;1
160620;1235;2;1;1;2;1
190650;1235;2;1;1;2;1
15330;1228.5;2;0;1;2;1
17020;1228.5;1;1;1;2;1
131120;1222;2;1;1;2;1
159690;1222;2;1;1;2;1
44270;1209;2;1;1;2;1
107010;1202.5;2;1;1;2;1
105870;1196;1;1;1;2;1
6710;1189.5;1;0;1;1;1
60450;1189.5;2;1;1;1;1
149870;1189.5;2;1;1;1;1
166370;1183;2;1;1;2;1
12140;1170;2;1;1;2;1
29980;1170;2;1;1;2;1
46270;1170;2;1;1;2;1
99400;1170;2;0;1;2;1
108310;1170;2;1;1;2;1
115280;1170;3;1;1;2;1
115700;1170;3;1;1;2;1
117460;1170;1;1;1;2;1
118520;1170;2;1;1;2;1
123780;1170;2;1;1;2;1
152180;1170;2;1;1;3;1
152350;1170;2;1;1;3;1
152910;1170;1;0;1;3;1
213240;1170;2;0;1;3;1
221620;1170;2;1;1;2;1
224120;1170;1;1;1;2;1
17140;1157;2;0;1;2;1
100860;1157;2;1;1;2;1
110730;1157;2;1;1;2;1
215470;1155.557;2;1;1;2;1
8170;1144;3;1;1;2;1
9630;1144;2;1;1;2;1
110310;1144;2;0;1;2;1
114270;1144;2;0;1;2;1
116610;1144;2;1;1;2;1
72530;1137.5;2;1;1;2;1
106910;1137.5;2;0;1;2;1
146530;1131;1;1;1;2;1
162210;1131;2;1;1;2;1
28620;1118;2;1;1;2;1
105970;1118;2;1;1;2;1
130800;1111.5;2;1;1;2;1
130880;1111.5;1;1;1;2;1
9290;1105;1;0;1;1;1
12240;1105;2;1;1;1;1
14800;1105;2;1;1;1;1
16290;1105;2;1;1;2;1
52100;1105;2;1;1;2;1
54400;1105;2;1;1;2;1
71950;1105;2;1;1;2;1
96840;1105;2;0;1;2;1
115870;1105;2;1;1;2;1
130760;1105;3;1;1;2;1
144970;1105;3;1;1;2;1
148970;1105;1;1;1;2;1
151690;1105;2;1;1;2;1
164400;1105;2;1;1;2;1
168200;1105;2;1;1;3;1
14570;1098.5;2;1;1;3;1
34240;1092;1;0;1;3;1
46830;1092;2;0;1;3;1
95350;1092;2;1;1;2;1
212850;1092;1;1;1;2;1
7490;1079;2;0;1;2;1
88950;1079;2;1;1;2;1
102170;1079;2;1;1;2;1
117170;1079;2;1;1;2;1
131450;1079;3;1;1;2;1
106050;1072.5;2;1;1;2;1
6870;1066;2;0;1;2;0
135690;1066;2;0;1;2;0
14590;1059.5;2;1;1;2;0
99020;1059.5;2;1;1;2;1
119180;1059.5;2;0;1;2;0
181520;1059.5;1;1;1;2;0
67440;1053;2;1;1;2;0
127100;1053;2;1;1;2;0
133230;1053;2;1;1;2;1
71350;1046.5;2;1;1;2;0
156820;1046.5;1;1;1;2;1
11250;1040;1;0;1;1;0
12940;1040;2;1;1;1;0
44490;1040;2;1;1;1;1
47150;1040;2;1;1;2;0
49230;1040;2;1;1;2;0
57000;1040;2;1;1;2;0
58080;1040;2;1;1;2;1
64300;1040;2;0;1;2;0
69640;1040;2;1;1;2;1
103350;1040;3;1;1;2;0
135910;1040;3;1;1;2;0
152650;1040;1;1;1;2;1
164850;1040;2;1;1;2;0
197220;1040;2;1;1;2;1
203910;1040;2;1;1;3;0
210080;1040;2;1;1;3;0
214680;1040;1;0;1;3;0
262640;1040;2;0;1;3;1
112450;1033.5;2;1;1;2;0
129440;1033.5;1;1;1;2;0
11620;1020.5;2;0;1;2;1
8560;1014;2;1;1;2;0
26410;1014;2;1;1;2;0
13680;1007.5;2;1;1;2;0
48530;1007.5;3;1;1;2;0
53070;1001;2;1;1;2;1
105580;1001;2;0;1;2;0
131130;1001;2;0;1;2;0
94620;994.5;2;1;1;2;0
112890;994.5;2;1;1;2;1
218240;994.5;2;0;1;2;0
11730;988;1;1;1;2;0
55770;988;2;1;1;2;0
97510;988;2;1;1;2;0
192560;988;2;1;1;2;1
13440;981.5;2;1;1;2;0
89980;981.5;1;1;1;2;1
142620;981.5;1;0;1;1;0
226560;981.5;2;1;1;1;0
2570;975;2;1;1;1;1
7080;975;2;1;1;2;0
30610;975;2;1;1;2;1
60390;975;2;1;1;2;0
76130;975;2;1;1;2;1
76590;975;2;0;1;2;0
112070;975;2;1;1;2;1
116850;975;3;1;1;2;0
138270;975;3;1;1;2;0
142360;975;1;1;1;2;1
146960;975;2;1;1;2;0
147110;975;2;1;1;2;1
152370;975;2;1;1;3;0
167010;975;2;1;1;3;0
177410;975;1;0;1;3;0
230590;975;2;0;1;3;1
59940;962;2;1;1;2;0
63030;962;1;1;1;2;0
129800;955.5;2;0;1;2;1
142170;955.5;2;1;1;2;0
143950;955.5;2;1;1;2;0
16500;949;2;1;1;2;0
61350;949;3;1;1;2;0
65890;949;2;1;1;2;1
116030;949;2;0;1;2;0
130230;949;2;0;1;2;0
130890;949;2;1;1;2;0
259250;949;2;1;1;2;1
12440;942.5;2;0;1;2;0
41330;936;1;1;1;2;0
48620;936;2;1;1;2;0
63040;936;2;1;1;2;0
114360;936;2;1;1;2;1
198130;936;2;1;1;2;0
16620;929.5;1;1;1;2;1
67570;929.5;1;0;1;1;0
113090;923;2;1;1;1;0
139310;916.5;2;1;1;1;1
1710;910;2;1;1;2;0
4800;910;2;1;1;2;0
11660;910;2;1;1;2;0
11840;910;2;1;1;2;1
13690;910;2;0;1;2;0
25680;910;2;1;1;2;1
35100;910;3;1;1;2;0
47540;910;3;1;1;2;0
48120;910;1;1;1;2;1
48670;910;2;1;1;2;0
68140;910;2;1;1;2;1
68400;910;2;1;1;3;0
70060;910;2;1;1;3;0
83970;910;1;0;1;3;0
85500;910;2;0;1;3;1
87130;910;2;1;1;2;0
87440;910;1;1;1;2;0
90550;910;2;0;1;2;1
90680;910;2;1;1;2;0
91700;910;2;1;1;2;0
93140;910;2;1;1;2;0
96950;910;3;1;1;2;0
99330;910;2;1;1;2;1
101390;910;2;0;1;2;0
112250;910;2;0;1;2;0
118870;910;2;1;1;2;0
119310;910;2;1;1;2;1
122400;910;2;0;1;2;0
132330;910;1;1;1;2;0
133210;910;2;1;1;2;0
134350;910;2;1;1;2;0
141640;910;2;1;0;2;1
149580;910;2;1;1;2;0
150780;910;1;1;1;2;1
155910;910;1;0;1;1;0
164900;910;2;1;1;1;0
167090;910;2;1;1;1;1
187360;910;2;1;0;2;0
201660;910;2;1;1;2;0
206990;910;2;1;1;2;0
211280;910;2;1;1;2;1
222390;910;2;0;1;2;0
109150;903.5;2;1;0;2;1
18810;897;3;1;0;2;0
81710;897;3;1;1;2;0
168470;897;1;1;1;2;1
147170;891.8;2;1;1;2;0
35900;890.5;2;1;0;2;1
4490;884;2;1;1;3;0
13290;884;2;1;1;3;0
26310;884;1;0;1;3;0
64740;884;2;0;1;3;1
83340;884;2;1;0;2;0
83700;884;1;1;1;2;0
117490;884;2;0;1;2;1
156220;884;2;1;0;2;0
167850;884;2;1;0;2;0
189800;884;2;1;0;2;0
20570;877.5;3;1;0;2;0
99160;877.5;2;1;1;2;1
109370;877.5;2;0;0;2;0
124030;877.5;2;0;1;2;0
146050;877.5;2;1;1;2;0
21200;871;2;1;0;2;1
65640;871;2;0;1;2;0
116310;871;1;1;0;2;0
135290;871;2;1;1;2;0
153070;871;2;1;1;2;0
51200;864.5;2;1;0;2;1
88970;864.5;2;1;1;2;0
130030;864.5;1;1;1;2;1
132670;864.5;1;0;1;1;0
192810;860.6;2;1;1;1;0
9530;858;2;1;1;1;1
52530;858;2;1;0;2;0
97900;858;2;1;1;2;0
108770;858;2;1;1;2;0
152170;858;2;1;1;2;1
15600;851.5;2;0;1;2;0
90130;851.5;2;1;0;2;1
138690;851.5;3;1;0;2;0
11310;845;3;1;1;2;0
12840;845;1;1;1;2;1
13590;845;2;1;1;2;0
25250;845;2;1;0;2;1
46520;845;2;1;1;3;0
60670;845;2;1;1;3;0
69370;845;1;0;1;3;0
80220;845;2;0;1;3;1
91580;845;2;1;0;2;0
122470;845;1;1;1;2;0
139280;845;2;0;1;2;1
151910;845;2;1;0;2;0
152500;845;2;1;0;2;0
167320;845;2;1;0;2;0
181340;845;3;1;0;2;0
186210;845;2;1;1;2;1
192220;845;2;0;0;2;0
19010;838.5;2;0;1;2;0
100970;838.5;2;1;1;2;0
160910;838.5;2;1;0;2;1
58770;832;2;0;1;2;0
59120;832;1;1;0;2;0
100910;832;2;1;1;2;0
115440;832;1;1;1;1;1
130480;832;2;1;1;2;0
176240;832;3;1;0;2;1
10650;828.1;2;1;1;2;1
10720;825.5;1;1;1;2;1
34250;825.5;1;0;1;1;0
88530;825.5;2;1;1;3;0
21770;819;1;1;1;3;1
62840;819;3;0;0;2;0
63300;819;2;1;1;2;0
67670;819;1;1;1;2;0
76010;819;1;1;1;2;1
106280;819;2;0;1;3;0
188380;819;2;1;0;3;1
25270;812.5;3;1;0;2;0
117090;812.5;3;1;1;2;0
151810;812.5;1;1;1;2;1
193520;812.5;2;1;1;2;0
199520;812.5;2;1;0;2;1
71790;806;2;1;1;3;0
133000;806;2;1;1;3;0
161440;806;1;0;1;3;0
90960;799.5;1;1;1;3;1
108950;799.5;2;1;0;2;0
74660;795.6;3;1;1;2;0
13410;793;2;0;1;2;1
32880;793;1;1;0;2;0
48810;793;2;0;0;2;0
73040;793;3;1;0;3;0
124130;793;3;1;0;3;0
125610;793;2;1;1;3;1
134770;793;2;1;0;3;0
143220;793;2;1;1;2;1
143900;793;2;1;1;2;0
160850;793;2;1;0;2;1
187520;786.5;2;1;1;2;0
7720;780;1;1;0;2;0
11740;780;1;1;0;2;0
16270;780;2;1;1;2;0
17170;780;3;1;0;2;1
36150;780;2;1;1;2;1
42640;780;1;1;1;2;1
54600;780;1;1;1;1;0
77640;780;2;1;1;3;0
91990;780;1;1;1;3;1
97110;780;3;1;0;2;0
109340;780;2;1;1;2;0
111450;780;1;1;1;2;0
114970;780;1;1;1;2;1
115100;780;2;1;1;3;0
116230;780;2;1;0;3;1
119160;780;3;1;0;2;0
130130;780;3;1;1;2;0
138820;780;1;1;1;2;1
139020;780;2;1;1;2;0
141220;780;2;1;0;2;1
142780;780;2;1;1;3;0
146560;780;2;1;1;3;0
151520;780;1;1;1;3;0
151740;780;1;1;1;3;1
161370;780;2;1;0;2;0
166480;780;3;1;1;2;0
168690;780;2;1;1;2;1
182630;780;1;1;0;2;0
187280;780;2;1;0;2;0
204630;780;3;1;0;3;0
210700;780;3;1;0;3;0
223760;780;2;1;1;3;1
233580;780;2;1;0;3;0
251690;780;2;1;1;2;1
91220;773.5;2;1;1;2;0
92910;773.5;2;1;0;2;1
6850;767;2;1;1;2;0
56400;767;1;1;0;2;0
139950;760.5;1;1;0;2;0
168520;760.5;2;1;0;2;0
187070;760.5;3;1;0;3;0
9890;754;3;1;0;3;0
52860;754;2;1;1;3;1
94350;754;2;1;0;3;0
124460;754;2;1;1;2;1
131910;754;2;1;1;2;0
138550;754;2;1;0;2;1
150710;754;2;1;1;2;0
163210;754;1;1;0;2;0
169360;754;1;1;0;2;0
56310;747.5;2;1;1;2;0
56530;747.5;3;1;0;2;1
95220;747.5;2;1;1;2;1
122160;747.5;1;1;1;2;1
142240;747.5;1;1;1;1;0
9830;741;2;1;1;3;0
77850;741;1;1;1;3;1
99210;741;3;1;0;2;0
114790;741;2;1;1;2;0
151210;741;1;1;1;2;0
154150;741;1;1;1;2;1
164530;741;2;1;1;3;0
112960;734.5;2;1;0;3;1
146190;734.5;3;1;0;2;0
151710;734.5;3;1;1;2;0
119430;729.17;1;1;1;2;1
11080;728;2;1;1;2;0
12850;728;2;1;0;2;1
17970;728;2;1;1;3;0
48580;728;2;1;1;3;0
48960;728;1;1;1;3;0
107210;728;1;1;1;3;1
90;721.5;2;1;0;2;0
5560;721.5;3;1;1;2;0
58350;721.5;2;1;1;2;1
117000;721.5;1;1;0;2;0
148800;720.616;2;1;0;2;0
13200;717.6;3;1;0;3;0
480;715;3;1;0;3;0
5480;715;2;1;1;3;1
9510;715;2;1;0;3;0
19470;715;2;1;1;2;1
20030;715;2;1;1;2;0
23530;715;2;1;0;2;1
56420;715;2;1;1;2;0
59160;715;1;1;0;2;0
62520;715;1;1;0;2;0
65250;715;2;1;0;2;0
66810;715;3;1;0;3;0
81640;715;3;1;0;3;0
89270;715;2;1;1;3;1
100260;715;2;1;0;3;0
106720;715;2;1;1;2;1
108150;715;2;1;1;2;0
110530;715;2;1;0;2;1
114960;715;2;1;1;2;0
129500;715;1;1;0;2;0
132630;715;1;1;0;2;0
139090;715;2;1;1;2;0
139970;715;3;1;0;2;1
149410;715;2;1;1;2;1
167600;715;1;1;1;2;1
169080;715;1;1;1;1;0
171490;715;2;1;1;3;0
187540;715;1;1;1;3;1
213440;715;3;1;0;2;0
234400;715;2;1;1;2;0
261440;715;1;1;1;2;0
3610;708.5;1;1;1;2;1
27050;708.5;2;1;1;3;0
58050;708.5;2;1;0;3;1
63430;708.5;3;1;0;2;0
12250;702;3;1;1;2;0
58970;702;1;1;1;2;1
61660;702;2;1;1;2;0
110230;702;2;1;0;2;1
123680;702;2;1;1;3;0
130530;702;2;1;1;3;0
132180;702;1;1;1;3;0
144010;702;1;1;1;3;1
176320;702;2;1;0;2;0
186660;702;3;1;1;2;0
11610;695.5;2;1;1;2;1
70630;695.5;1;1;0;2;0
100700;695.5;2;1;0;2;0
163220;695.5;3;1;0;3;0
13360;689;3;1;0;3;0
49890;689;2;1;1;3;1
90560;689;2;1;0;3;0
114920;689;2;1;1;2;1
138740;689;2;1;1;2;0
147820;689;2;1;0;2;1
216050;689;2;1;1;2;0
58830;682.5;1;1;0;2;0
79650;682.5;1;1;0;2;0
82230;682.5;2;1;0;2;0
175280;682.5;3;1;0;3;0
5850;676;3;1;0;3;0
9260;676;2;1;1;3;1
12910;676;2;1;0;3;0
86120;676;2;1;1;2;1
86230;676;2;1;1;2;0
94680;676;2;1;0;2;1
100720;676;2;1;1;2;0
103250;676;1;1;0;2;0
111750;676;1;1;0;2;0
115490;676;2;1;1;2;0
156090;676;3;1;0;2;1
36840;669.5;2;1;1;2;1
49860;669.5;1;1;1;2;1
91030;669.5;1;1;1;1;0
96300;669.5;2;1;1;3;0
118510;669.5;1;1;1;3;1
140240;669.5;3;0;0;2;0
66580;663;2;1;1;2;0
77740;663;1;1;1;2;0
87470;663;1;1;1;2;1
97670;663;2;0;1;3;0
104060;663;2;1;0;3;1
107110;663;3;1;0;2;0
110590;663;3;1;1;2;0
146740;663;1;1;1;2;1
148770;663;2;1;1;2;0
175140;663;2;1;0;2;1
185900;663;2;1;1;3;0
211910;663;2;1;1;3;0
1150;656.5;1;0;1;3;0
55710;656.5;1;1;1;3;1
71420;656.5;2;1;0;2;0
92150;656.5;3;1;1;2;0
93630;656.5;2;0;1;2;1
111280;656.5;1;1;0;2;0
132780;656.5;2;0;0;2;0
210500;656.5;3;0;0;3;0
142200;653.9;3;0;0;3;0
5920;652.6;2;1;1;3;1
5760;650;2;0;0;3;0
9000;650;2;0;1;2;1
10010;650;2;1;1;2;0
11370;650;2;1;0;2;1
12520;650;2;0;1;2;0
12870;650;1;1;0;2;0
15530;650;1;1;0;2;0
18250;650;2;0;0;2;0
19190;650;3;0;0;3;0
48180;650;3;0;0;3;0
51720;650;2;1;1;3;1
57550;650;2;0;0;3;0
62370;650;2;0;1;2;1
75200;650;2;1;1;2;0
83520;650;2;1;0;2;1
85060;650;2;0;1;2;0
85630;650;1;1;0;2;0
86670;650;1;1;0;2;0
88600;650;2;1;1;2;0
89110;650;3;1;0;2;1
89750;650;2;1;1;2;1
93000;650;1;1;1;2;1
102290;650;1;0;1;1;0
106490;650;2;1;1;3;0
106570;650;1;1;1;3;1
112080;650;3;0;0;2;0
112280;650;2;1;1;2;0
112600;650;1;1;1;2;0
121870;650;1;1;1;2;1
125480;650;2;0;1;3;0
132750;650;2;1;0;3;1
138390;650;3;1;0;2;0
138990;650;3;1;1;2;0
140880;650;1;1;1;2;1
148680;650;2;1;1;2;0
149350;650;2;1;0;2;1
